Quantity,UnitPrice,total_amount
1,16.98,16.98
1,1.69,1.69
1,2.51,2.51
4,3.36,13.44
1,2.51,2.51
9,0.81,7.290000000000001
2,1.65,3.3
1,7.95,7.95
12,1.65,19.799999999999997
12,0.42,5.04
1,0.81,0.81
6,2.1,12.600000000000001
1,50.0,50.0
1,4.21,4.21
24,0.85,20.4
1,1.66,1.66
6,2.95,17.700000000000003
2,1.66,3.32
2,2.1,4.2
18,2.95,53.1
10,2.95,29.5
20,6.75,135.0
24,1.65,39.599999999999994
2,4.21,8.42
12,0.85,10.2
1,7.62,7.62
16,0.75,12.0
1,4.25,4.25
12,2.95,35.400000000000006
1,1.45,1.45
1,4.21,4.21
24,0.85,20.4
1,4.21,4.21
6,2.1,12.600000000000001
3,5.95,17.85
2,3.36,6.72
1,5.06,5.06
1,4.24,4.24
6,7.95,47.7
4,1.25,5.0
2,4.21,8.42
2,5.06,10.12
1,2.95,2.95
1,2.51,2.51
5,1.25,6.25
4,2.95,11.8
9,1.95,17.55
10,0.85,8.5
1,4.21,4.21
4,5.91,23.64
12,8.5,102.0
6,2.95,17.700000000000003
1,1.24,1.24
1,0.85,0.85
6,2.1,12.600000000000001
-12,1.25,-15.0
2,7.95,15.9
1,1.25,1.25
12,2.95,35.400000000000006
6,1.65,9.899999999999999
3,1.65,4.949999999999999
2,1.66,3.32
24,0.29,6.959999999999999
1,4.21,4.21
10,1.66,16.599999999999998
2,3.36,6.72
1,9.95,9.95
4,3.75,15.0
6,5.95,35.7
4,9.95,39.8
8,2.1,16.8
1,0.85,0.85
9,4.21,37.89
2,1.65,3.3
2,6.75,13.5
1,1.66,1.66
100,0.72,72.0
12,0.42,5.04
2,1.66,3.32
1,7.62,7.62
6,2.55,15.299999999999999
3,1.65,4.949999999999999
1,6.75,6.75
1,1.28,1.28
4,4.21,16.84
1,4.95,4.95
2,3.75,7.5
24,1.25,30.0
12,0.85,10.2
5,4.21,21.05
12,1.25,15.0
3,5.06,15.18
1,1.25,1.25
1,5.06,5.06
4,1.28,5.12
40,2.55,102.0
3,8.5,25.5
2,2.55,5.1
36,2.1,75.60000000000001
1,2.95,2.95
1,3.75,3.75
10,1.65,16.5
8,3.36,26.88
1,5.91,5.91
1,1.25,1.25
24,0.42,10.08
6,0.65,3.9000000000000004
2,6.75,13.5
2,12.75,25.5
1,8.47,8.47
3,1.45,4.35
50,1.25,62.5
1,4.95,4.95
8,2.95,23.6
1,2.55,2.55
8,1.69,13.52
10,1.65,16.5
3,2.95,8.850000000000001
3,5.95,17.85
1,2.1,2.1
1,3.75,3.75
1,5.06,5.06
3,9.95,29.849999999999998
1,0.85,0.85
12,0.42,5.04
24,1.25,30.0
1,0.85,0.85
1,7.95,7.95
2,1.66,3.32
1,0.85,0.85
2,4.25,8.5
6,0.42,2.52
2,3.36,6.72
6,2.55,15.299999999999999
1,3.75,3.75
3,2.51,7.529999999999999
6,1.25,7.5
1,3.75,3.75
12,0.95,11.399999999999999
1,0.81,0.81
18,2.25,40.5
2,1.65,3.3
12,1.25,15.0
4,3.75,15.0
1,2.55,2.55
4,4.25,17.0
2,5.45,10.9
32,0.42,13.44
1,8.47,8.47
2,1.66,3.32
6,1.25,7.5
2,4.21,8.42
1,2.51,2.51
1,1.69,1.69
2,4.21,8.42
-70,0.0,-0.0
12,4.95,59.400000000000006
12,0.85,10.2
2,3.75,7.5
-5,3.75,-18.75
13,0.85,11.049999999999999
4,4.21,16.84
3,5.91,17.73
12,2.55,30.599999999999998
6,1.25,7.5
2,5.06,10.12
2,1.25,2.5
2,2.95,5.9
6,0.85,5.1
4,5.95,23.8
24,1.45,34.8
2,0.43,0.86
3,16.98,50.94
12,1.45,17.4
1,3.75,3.75
5,0.85,4.25
96,0.85,81.6
12,0.85,10.2
3,1.95,5.85
1,1.66,1.66
25,0.42,10.5
12,0.65,7.800000000000001
3,1.65,4.949999999999999
1,4.21,4.21
2,1.69,3.38
1,11.02,11.02
12,2.55,30.599999999999998
2,4.25,8.5
25,0.42,10.5
1,0.85,0.85
3,1.95,5.85
3,3.36,10.08
2,8.47,16.94
1,14.43,14.43
8,1.66,13.28
6,8.47,50.82000000000001
12,1.65,19.799999999999997
6,9.95,59.699999999999996
1,2.95,2.95
5,1.65,8.25
7,2.51,17.57
2,0.43,0.86
4,5.91,23.64
1,5.06,5.06
1,1.66,1.66
1,2.51,2.51
2,4.95,9.9
12,1.25,15.0
5,2.51,12.549999999999999
1,2.55,2.55
1,3.36,3.36
12,1.45,17.4
3,8.47,25.410000000000004
5,4.21,21.05
1,1.66,1.66
1,0.85,0.85
6,2.95,17.700000000000003
64,1.69,108.16
1,1.25,1.25
1,6.35,6.35
80,0.85,68.0
24,1.25,30.0
12,1.25,15.0
1,20.38,20.38
2,12.72,25.44
2,2.1,4.2
1,2.51,2.51
4,9.95,39.8
6,2.1,12.600000000000001
12,4.95,59.400000000000006
25,0.42,10.5
2,7.95,15.9
2,1.28,2.56
1,8.47,8.47
-1,3.95,-3.95
-20,1.25,-25.0
12,0.85,10.2
1,3.36,3.36
96,1.85,177.60000000000002
1,0.42,0.42
1,0.85,0.85
-4,1.25,-5.0
100,1.65,165.0
12,2.1,25.200000000000003
9,1.66,14.94
4,4.25,17.0
1,1.28,1.28
2,0.85,1.7
1,2.95,2.95
3,4.21,12.629999999999999
12,1.25,15.0
6,5.06,30.36
6,1.25,7.5
4,3.75,15.0
1,5.06,5.06
2,2.51,5.02
1,3.36,3.36
6,3.95,23.700000000000003
2,7.95,15.9
1,1.65,1.65
3,3.75,11.25
1,4.25,4.25
24,1.25,30.0
2,3.75,7.5
4,6.95,27.8
1,0.65,0.65
1,1.66,1.66
48,1.65,79.19999999999999
12,2.95,35.400000000000006
1,5.91,5.91
48,2.75,132.0
1,3.75,3.75
2,5.06,10.12
24,1.25,30.0
12,1.25,15.0
1,11.87,11.87
1,7.95,7.95
3,4.21,12.629999999999999
12,0.42,5.04
2,7.95,15.9
1,16.13,16.13
2,4.21,8.42
4,5.95,23.8
11,5.06,55.66
1,2.51,2.51
48,2.55,122.39999999999999
1,12.75,12.75
4,1.25,5.0
12,0.29,3.4799999999999995
12,0.85,10.2
1,4.21,4.21
3,2.51,7.529999999999999
1,16.13,16.13
3,1.25,3.75
12,1.65,19.799999999999997
2,0.85,1.7
1,1.28,1.28
1,2.51,2.51
1,11.02,11.02
2,0.29,0.58
12,0.85,10.2
12,4.95,59.400000000000006
-2,16.95,-33.9
1,1.66,1.66
12,1.25,15.0
2,0.85,1.7
4,3.75,15.0
1,3.36,3.36
20,1.25,25.0
384,2.95,1132.8000000000002
12,2.25,27.0
12,1.65,19.799999999999997
8,2.55,20.4
1,1.65,1.65
4,1.25,5.0
3,4.95,14.850000000000001
180,0.21,37.8
16,8.5,136.0
1,5.91,5.91
2,7.62,15.24
2,0.85,1.7
2,3.75,7.5
12,1.25,15.0
2,2.95,5.9
2,0.43,0.86
24,0.85,20.4
1,2.1,2.1
1,0.85,0.85
3,1.65,4.949999999999999
12,0.65,7.800000000000001
3,2.51,7.529999999999999
1,1.69,1.69
1,2.13,2.13
1,2.51,2.51
12,2.1,25.200000000000003
6,2.95,17.700000000000003
1,2.95,2.95
2,3.75,7.5
6,2.1,12.600000000000001
1,5.91,5.91
16,3.75,60.0
1,0.85,0.85
1,16.95,16.95
24,1.95,46.8
1,4.24,4.24
2,2.95,5.9
1,5.06,5.06
48,2.55,122.39999999999999
1,4.21,4.21
5,3.36,16.8
2,1.65,3.3
1,4.21,4.21
20,0.42,8.4
1,2.1,2.1
1,2.1,2.1
2,5.91,11.82
1,3.36,3.36
1,2.55,2.55
1,2.51,2.51
3,6.75,20.25
1,2.95,2.95
6,2.55,15.299999999999999
3,1.65,4.949999999999999
1,4.25,4.25
1,8.47,8.47
1,1.25,1.25
2,0.85,1.7
1,4.21,4.21
2,2.95,5.9
1,0.85,0.85
24,4.25,102.0
1,1.55,1.55
60,1.25,75.0
1,0.85,0.85
48,0.55,26.400000000000002
1,8.47,8.47
12,1.65,19.799999999999997
2,2.51,5.02
24,0.19,4.5600000000000005
1,1.65,1.65
4,11.02,44.08
1,1.95,1.95
2,3.75,7.5
1,25.49,25.49
1,7.95,7.95
10,1.95,19.5
5,3.75,18.75
4,9.32,37.28
2,7.95,15.9
2,2.95,5.9
7,1.66,11.62
3,3.36,10.08
2,1.45,2.9
1,11.87,11.87
2,0.85,1.7
1,2.95,2.95
8,1.95,15.6
-3,1.95,-5.85
2,1.65,3.3
4,4.21,16.84
1,1.25,1.25
2,7.95,15.9
2,0.85,1.7
4,4.21,16.84
2,7.95,15.9
2,7.95,15.9
6,1.65,9.899999999999999
2,8.47,16.94
36,2.55,91.8
1,1.25,1.25
2,3.36,6.72
2,3.75,7.5
1,5.06,5.06
1,0.85,0.85
48,0.42,20.16
2,1.65,3.3
1,7.62,7.62
6,2.1,12.600000000000001
1,12.72,12.72
2,9.95,19.9
6,2.55,15.299999999999999
2,7.65,15.3
2,16.13,32.26
1,16.95,16.95
1,5.06,5.06
6,2.55,15.299999999999999
4,4.21,16.84
2,1.66,3.32
6,8.47,50.82000000000001
6,3.95,23.700000000000003
2,2.55,5.1
4,1.95,7.8
13,2.95,38.35
6,2.55,15.299999999999999
18,1.45,26.099999999999998
50,3.45,172.5
24,0.72,17.28
2,0.85,1.7
1,1.28,1.28
1,2.55,2.55
3,5.91,17.73
1,2.1,2.1
1,4.21,4.21
8,3.75,30.0
1,8.47,8.47
1,2.1,2.1
1,5.45,5.45
288,0.42,120.96
1,1.65,1.65
1,5.91,5.91
1,5.06,5.06
192,1.25,240.0
6,4.65,27.900000000000002
1,5.91,5.91
24,0.85,20.4
1,7.62,7.62
48,1.69,81.12
6,0.85,5.1
1,0.42,0.42
2,4.21,8.42
1,7.62,7.62
1,2.1,2.1
1,8.49,8.49
4,4.95,19.8
1,12.75,12.75
4,3.75,15.0
8,3.75,30.0
1,11.87,11.87
2,1.95,3.9
3,2.55,7.6499999999999995
6,0.65,3.9000000000000004
1,4.21,4.21
6,2.95,17.700000000000003
40,1.85,74.0
4,3.75,15.0
1,1.66,1.66
-1,3.75,-3.75
1,4.21,4.21
24,1.65,39.599999999999994
4,4.95,19.8
2,1.25,2.5
6,3.36,20.16
3,4.21,12.629999999999999
12,2.95,35.400000000000006
2,0.85,1.7
12,0.85,10.2
1,1.66,1.66
4,3.75,15.0
3,4.95,14.850000000000001
1,1.66,1.66
12,1.25,15.0
12,2.1,25.200000000000003
3,4.65,13.950000000000001
4,3.75,15.0
2,6.75,13.5
5,3.25,16.25
2,4.21,8.42
2,7.62,15.24
6,2.95,17.700000000000003
1,2.25,2.25
1,3.75,3.75
1,1.66,1.66
12,1.25,15.0
2,0.42,0.84
1,2.1,2.1
1,5.91,5.91
4,3.45,13.8
4,3.75,15.0
1,11.02,11.02
1,2.1,2.1
6,9.95,59.699999999999996
1,7.62,7.62
2,1.65,3.3
2,9.95,19.9
1,8.47,8.47
2,1.66,3.32
16,1.95,31.2
32,1.69,54.08
6,1.25,7.5
2,2.95,5.9
1,2.55,2.55
2,9.95,19.9
480,0.36,172.79999999999998
2,2.95,5.9
2,35.75,71.5
96,0.72,69.12
1,3.36,3.36
3,3.36,10.08
1,2.51,2.51
1,1.66,1.66
6,2.95,17.700000000000003
4,8.5,34.0
6,1.06,6.36
12,7.65,91.80000000000001
8,4.21,33.68
1,1.95,1.95
16,10.95,175.2
1,5.06,5.06
12,1.25,15.0
3,0.85,2.55
1,4.21,4.21
12,1.25,15.0
2,4.25,8.5
22,2.95,64.9
2,4.21,8.42
1,20.38,20.38
6,2.1,12.600000000000001
3,1.95,5.85
2,3.36,6.72
10,1.95,19.5
12,0.85,10.2
6,2.95,17.700000000000003
1,2.51,2.51
1,7.62,7.62
1,0.85,0.85
12,1.25,15.0
3,3.75,11.25
3,4.21,12.629999999999999
2,9.95,19.9
3,1.65,4.949999999999999
1,2.51,2.51
6,2.75,16.5
2,1.95,3.9
2,0.85,1.7
1,16.13,16.13
4,2.1,8.4
6,1.28,7.68
1,8.47,8.47
4,2.55,10.2
4,4.95,19.8
1,7.65,7.65
6,2.95,17.700000000000003
1,1.65,1.65
12,1.65,19.799999999999997
1,5.95,5.95
6,0.85,5.1
48,2.1,100.80000000000001
1,8.47,8.47
1,1.25,1.25
2,2.1,4.2
12,5.55,66.6
1,5.45,5.45
5,9.32,46.6
1,5.09,5.09
4,4.95,19.8
48,2.55,122.39999999999999
48,0.29,13.919999999999998
2,5.91,11.82
1,2.13,2.13
48,0.21,10.08
6,5.95,35.7
3,3.36,10.08
1,14.95,14.95
4,1.65,6.6
12,1.45,17.4
1,9.95,9.95
8,2.1,16.8
4,3.75,15.0
1,4.21,4.21
60,1.45,87.0
3,4.95,14.850000000000001
1,4.21,4.21
1,2.95,2.95
4,1.45,5.8
2,3.36,6.72
6,2.95,17.700000000000003
12,1.25,15.0
3,8.47,25.410000000000004
1,2.55,2.55
1,1.95,1.95
2,0.85,1.7
1,4.21,4.21
-1,7.95,-7.95
24,1.65,39.599999999999994
24,0.55,13.200000000000001
24,1.25,30.0
10,1.25,12.5
2,2.1,4.2
6,1.65,9.899999999999999
1,19.95,19.95
3,3.45,10.350000000000001
12,1.65,19.799999999999997
4,4.21,16.84
5,2.51,12.549999999999999
3,25.49,76.47
6,0.85,5.1
2,1.28,2.56
8,1.25,10.0
4,2.51,10.04
2,1.65,3.3
2,9.95,19.9
2,1.25,2.5
9,5.06,45.54
1,0.85,0.85
5,2.1,10.5
6,5.95,35.7
4,3.75,15.0
5,0.85,4.25
12,2.55,30.599999999999998
4,2.95,11.8
2,4.25,8.5
5,2.51,12.549999999999999
1,5.06,5.06
1,2.95,2.95
32,2.13,68.16
2,1.66,3.32
1,8.47,8.47
1,5.91,5.91
1,5.45,5.45
12,0.65,7.800000000000001
8,2.95,23.6
16,1.95,31.2
3,2.98,8.94
4,1.66,6.64
1,2.51,2.51
1,2.13,2.13
1,2.51,2.51
1,2.51,2.51
4,0.43,1.72
16,0.65,10.4
1,1.66,1.66
1,1.66,1.66
1,7.95,7.95
1,2.51,2.51
2,2.51,5.02
6,2.25,13.5
6,2.95,17.700000000000003
3,1.65,4.949999999999999
8,1.95,15.6
1,5.06,5.06
4,4.21,16.84
6,1.25,7.5
1,1.25,1.25
2,1.65,3.3
12,1.45,17.4
18,2.1,37.800000000000004
2,0.65,1.3
1,2.51,2.51
1,2.1,2.1
5,1.95,9.75
1,2.51,2.51
2,7.62,15.24
12,2.1,25.200000000000003
1,2.1,2.1
4,5.91,23.64
-1,12.75,-12.75
1,0.95,0.95
6,2.95,17.700000000000003
4,1.45,5.8
1,4.21,4.21
1,1.25,1.25
12,1.95,23.4
1,5.91,5.91
1,0.85,0.85
1,3.36,3.36
10,1.95,19.5
24,0.55,13.200000000000001
24,0.85,20.4
8,2.95,23.6
5,1.66,8.299999999999999
2,1.66,3.32
1,1.45,1.45
2,1.66,3.32
3,2.1,6.300000000000001
24,0.65,15.600000000000001
24,0.42,10.08
6,2.55,15.299999999999999
10,6.75,67.5
5,5.06,25.299999999999997
2,1.66,3.32
4,3.75,15.0
-1,3.75,-3.75
2,1.25,2.5
2,5.91,11.82
72,3.39,244.08
12,0.85,10.2
12,0.95,11.399999999999999
6,2.1,12.600000000000001
2,1.65,3.3
2,0.85,1.7
6,2.95,17.700000000000003
2,1.65,3.3
2,4.95,9.9
6,2.95,17.700000000000003
5,3.75,18.75
20,0.42,8.4
2,3.36,6.72
12,1.25,15.0
72,0.85,61.199999999999996
14,0.55,7.700000000000001
1,5.06,5.06
28,1.25,35.0
4,0.65,2.6
6,2.95,17.700000000000003
6,2.95,17.700000000000003
96,1.85,177.60000000000002
2,8.5,17.0
1,5.06,5.06
1,0.85,0.85
1,4.95,4.95
1,2.95,2.95
2,14.43,28.86
5,0.85,4.25
3,4.21,12.629999999999999
6,3.75,22.5
3,2.1,6.300000000000001
24,0.85,20.4
19,0.85,16.15
96,0.64,61.44
4,0.43,1.72
1,3.75,3.75
-50,3.75,-187.5
2,5.91,11.82
2,4.21,8.42
4,2.1,8.4
1,2.51,2.51
6,1.25,7.5
24,0.29,6.959999999999999
8,1.25,10.0
1,3.36,3.36
1,2.95,2.95
8,3.75,30.0
3,5.91,17.73
2,4.25,8.5
6,1.65,9.899999999999999
1,2.95,2.95
1,3.75,3.75
1,4.21,4.21
4,4.25,17.0
2,4.21,8.42
2,4.95,9.9
6,4.25,25.5
100,1.25,125.0
6,2.51,15.059999999999999
12,0.81,9.72
1,8.47,8.47
1,5.91,5.91
2,7.95,15.9
1,2.96,2.96
2,5.95,11.9
3,7.95,23.85
1,3.75,3.75
2,8.5,17.0
4,2.1,8.4
12,3.75,45.0
6,2.1,12.600000000000001
6,5.06,30.36
2,2.51,5.02
4,9.32,37.28
1,7.62,7.62
24,0.55,13.200000000000001
3,5.91,17.73
1,3.75,3.75
1,3.75,3.75
8,0.43,3.44
1,1.25,1.25
1,5.91,5.91
12,0.85,10.2
2,2.55,5.1
2,4.21,8.42
5,0.85,4.25
1,2.51,2.51
25,0.42,10.5
2,0.85,1.7
1,0.85,0.85
2,5.91,11.82
4,4.95,19.8
6,4.95,29.700000000000003
3,0.85,2.55
6,1.25,7.5
25,0.42,10.5
2,0.85,1.7
6,2.1,12.600000000000001
6,2.75,16.5
-2,4.95,-9.9
96,1.85,177.60000000000002
1,14.95,14.95
24,0.29,6.959999999999999
4,3.36,13.44
1,2.98,2.98
2,4.21,8.42
24,3.39,81.36
2,1.28,2.56
10,1.95,19.5
3,2.95,8.850000000000001
6,2.51,15.059999999999999
1,2.51,2.51
1,1.95,1.95
6,7.95,47.7
8,0.85,6.8
1,1.65,1.65
12,1.65,19.799999999999997
1,3.36,3.36
12,0.85,10.2
2,2.95,5.9
6,1.85,11.100000000000001
12,1.65,19.799999999999997
2,1.65,3.3
8,0.85,6.8
1,8.5,8.5
1,5.91,5.91
12,0.42,5.04
1,2.95,2.95
4,4.25,17.0
2,9.95,19.9
1,2.1,2.1
8,2.95,23.6
4,16.13,64.52
6,4.95,29.700000000000003
12,2.95,35.400000000000006
1,3.25,3.25
1,4.24,4.24
10,1.95,19.5
1,4.21,4.21
12,0.42,5.04
-3,4.65,-13.950000000000001
6,2.55,15.299999999999999
7,4.95,34.65
1,1.95,1.95
3,5.95,17.85
48,0.29,13.919999999999998
1,4.24,4.24
1,0.85,0.85
4,3.75,15.0
13,0.85,11.049999999999999
3,0.85,2.55
-38,0.0,-0.0
25,0.42,10.5
6,2.95,17.700000000000003
4,12.75,51.0
1,2.95,2.95
6,2.95,17.700000000000003
6,1.25,7.5
24,1.25,30.0
6,4.95,29.700000000000003
2,0.85,1.7
10,1.25,12.5
-7,1.65,-11.549999999999999
1,3.75,3.75
2,2.95,5.9
2,1.66,3.32
3,0.85,2.55
1,2.51,2.51
1,0.85,0.85
5,2.95,14.75
12,3.75,45.0
10,1.65,16.5
1,7.62,7.62
1,6.77,6.77
1,1.66,1.66
2,1.45,2.9
2,2.51,5.02
1,1.66,1.66
21,0.43,9.03
24,0.55,13.200000000000001
1,3.35,3.35
1,7.62,7.62
10,1.65,16.5
12,0.42,5.04
19,0.85,16.15
12,0.65,7.800000000000001
48,0.85,40.8
3,1.25,3.75
1,8.47,8.47
6,2.55,15.299999999999999
1,1.25,1.25
2,12.75,25.5
10,1.65,16.5
18,1.25,22.5
1,7.95,7.95
1,2.51,2.51
2,0.85,1.7
24,0.29,6.959999999999999
1,2.95,2.95
6,0.42,2.52
1,8.5,8.5
12,2.95,35.400000000000006
1,3.36,3.36
8,0.85,6.8
12,0.42,5.04
4,0.0,0.0
11,11.02,121.22
1,2.55,2.55
2,3.95,7.9
1,5.45,5.45
12,0.65,7.800000000000001
1,0.0,0.0
100,1.65,165.0
2,5.06,10.12
2,2.95,5.9
1,14.43,14.43
1,1.65,1.65
1,1.28,1.28
16,0.42,6.72
3,0.0,0.0
11,3.75,41.25
1,3.36,3.36
10,0.85,8.5
2,4.21,8.42
3,12.72,38.160000000000004
1,4.21,4.21
25,0.42,10.5
2,0.85,1.7
18,1.65,29.7
5,7.62,38.1
2,2.51,5.02
1,1.25,1.25
6,1.85,11.100000000000001
1,1.66,1.66
2,0.85,1.7
6,2.95,17.700000000000003
4,2.51,10.04
1,5.91,5.91
3,0.85,2.55
1,2.98,2.98
4,1.25,5.0
24,0.65,15.600000000000001
6,1.65,9.899999999999999
36,0.85,30.599999999999998
2,1.25,2.5
6,1.65,9.899999999999999
2,4.21,8.42
1,1.25,1.25
6,0.65,3.9000000000000004
1,16.13,16.13
1,8.5,8.5
1,2.51,2.51
1,2.95,2.95
1,1.25,1.25
15,2.51,37.65
1,1.65,1.65
12,0.85,10.2
1,4.95,4.95
1,0.42,0.42
10,1.95,19.5
12,2.95,35.400000000000006
1,16.98,16.98
4,2.95,11.8
1,16.98,16.98
6,4.95,29.700000000000003
12,1.95,23.4
8,1.25,10.0
5,1.66,8.299999999999999
16,10.95,175.2
16,10.95,175.2
25,0.42,10.5
1,0.81,0.81
2,1.66,3.32
12,1.25,15.0
5,1.25,6.25
6,0.85,5.1
1,1.25,1.25
1,10.17,10.17
10,1.65,16.5
1,8.5,8.5
1,12.72,12.72
3,2.51,7.529999999999999
4,3.75,15.0
1,1.66,1.66
3,3.95,11.850000000000001
20,6.75,135.0
2,11.87,23.74
1,0.43,0.43
24,0.29,6.959999999999999
-3,0.65,-1.9500000000000002
-2,4.25,-8.5
4,2.51,10.04
8,1.25,10.0
3,4.95,14.850000000000001
1,4.95,4.95
1,4.95,4.95
1,1.66,1.66
12,1.25,15.0
10,1.95,19.5
3,1.25,3.75
3,5.91,17.73
6,2.95,17.700000000000003
2,5.94,11.88
1,2.1,2.1
8,1.49,11.92
3,3.36,10.08
1,4.95,4.95
1,12.75,12.75
2,2.51,5.02
4,6.75,27.0
1,1.65,1.65
20,1.25,25.0
-2,9.95,-19.9
6,0.85,5.1
1,7.62,7.62
1,7.62,7.62
12,0.65,7.800000000000001
1,5.95,5.95
1,1.45,1.45
6,4.95,29.700000000000003
1,3.75,3.75
-1,3.75,-3.75
8,1.65,13.2
10,9.32,93.2
1,3.75,3.75
1,1.25,1.25
20,0.85,17.0
24,0.42,10.08
-10,0.0,-0.0
8,0.85,6.8
4,3.75,15.0
1,2.1,2.1
1,5.06,5.06
10,0.43,4.3
2,2.51,5.02
2,2.95,5.9
1,3.75,3.75
2,8.5,17.0
4,3.25,13.0
12,2.55,30.599999999999998
1,1.28,1.28
4,1.25,5.0
8,2.1,16.8
1,2.95,2.95
1,3.36,3.36
5,1.65,8.25
3,3.36,10.08
1,50.0,50.0
12,1.45,17.4
1,4.21,4.21
2,13.57,27.14
1,3.36,3.36
4,1.25,5.0
3,2.1,6.300000000000001
2,4.21,8.42
1,0.85,0.85
1,5.91,5.91
2,3.36,6.72
2,1.25,2.5
2,3.36,6.72
5,0.0,0.0
10,1.25,12.5
10,1.95,19.5
3,2.95,8.850000000000001
1,1.65,1.65
70,2.51,175.7
12,1.65,19.799999999999997
4,14.95,59.8
3,2.95,8.850000000000001
4,2.51,10.04
6,0.85,5.1
4,1.65,6.6
12,1.25,15.0
1,1.65,1.65
1,5.91,5.91
24,1.25,30.0
1,2.1,2.1
1,1.66,1.66
1,1.65,1.65
-1,2.55,-2.55
6,2.55,15.299999999999999
1,3.36,3.36
7,1.66,11.62
1,4.21,4.21
6,1.25,7.5
24,0.55,13.200000000000001
3,2.51,7.529999999999999
5,8.5,42.5
2,0.85,1.7
2,2.1,4.2
10,1.25,12.5
2,9.95,19.9
12,0.42,5.04
4,2.51,10.04
2,1.66,3.32
2,8.5,17.0
4,0.85,3.4
1,5.06,5.06
12,1.25,15.0
12,0.42,5.04
5,2.1,10.5
5,1.65,8.25
2,2.55,5.1
4,1.45,5.8
-1,1.95,-1.95
4,2.95,11.8
24,0.55,13.200000000000001
1,2.1,2.1
1,2.95,2.95
1,3.36,3.36
1,0.85,0.85
1,0.85,0.85
2,8.5,17.0
12,0.85,10.2
1,1.65,1.65
2,0.85,1.7
5,4.95,24.75
1,1.28,1.28
1,7.95,7.95
16,4.95,79.2
1,5.95,5.95
3,4.65,13.950000000000001
1,2.1,2.1
12,1.25,15.0
2,5.91,11.82
12,4.65,55.800000000000004
48,0.42,20.16
12,3.75,45.0
1,21.23,21.23
1,5.06,5.06
6,3.36,20.16
24,1.65,39.599999999999994
8,10.95,87.6
-10,6.75,-67.5
32,2.55,81.6
24,0.29,6.959999999999999
-3,10.95,-32.849999999999994
24,4.25,102.0
8,3.75,30.0
4,1.66,6.64
5,2.95,14.75
24,0.29,6.959999999999999
24,1.25,30.0
2,2.1,4.2
2,11.02,22.04
1,0.85,0.85
24,0.55,13.200000000000001
2,1.66,3.32
12,0.42,5.04
12,0.42,5.04
2,3.75,7.5
10,1.65,16.5
2,2.95,5.9
6,2.1,12.600000000000001
2,2.1,4.2
2,2.95,5.9
1,8.47,8.47
12,2.1,25.200000000000003
1,2.51,2.51
1,2.95,2.95
2,3.36,6.72
144,1.53,220.32
2,4.21,8.42
1,11.95,11.95
1,3.36,3.36
4,1.45,5.8
24,0.55,13.200000000000001
6,2.1,12.600000000000001
48,1.69,81.12
6,2.51,15.059999999999999
1,4.25,4.25
1,2.95,2.95
2,11.02,22.04
3,3.75,11.25
1,4.95,4.95
-54,3.81,-205.74
-1,8.5,-8.5
1,3.36,3.36
1,1.45,1.45
12,1.25,15.0
3,0.81,2.43
8,2.51,20.08
1,2.95,2.95
1,4.21,4.21
2,4.65,9.3
2,5.91,11.82
2,9.95,19.9
1,4.21,4.21
30,1.95,58.5
3,3.36,10.08
2,2.51,5.02
6,1.25,7.5
4,4.25,17.0
2,3.45,6.9
2,8.5,17.0
2,1.65,3.3
20,0.85,17.0
1,2.51,2.51
4,2.51,10.04
1,1.66,1.66
2,3.36,6.72
3,4.95,14.850000000000001
1,1.66,1.66
12,1.45,17.4
6,2.95,17.700000000000003
-24,3.39,-81.36
1,14.43,14.43
2,6.77,13.54
12,3.75,45.0
3,2.51,7.529999999999999
2,12.75,25.5
3,0.85,2.55
24,0.29,6.959999999999999
1,2.1,2.1
1,2.95,2.95
4,2.51,10.04
2,0.65,1.3
-1,4.95,-4.95
2,3.36,6.72
1,2.1,2.1
12,0.65,7.800000000000001
2,7.95,15.9
15,4.65,69.75
24,2.1,50.400000000000006
5,12.75,63.75
1,3.36,3.36
24,0.36,8.64
24,0.85,20.4
1,2.51,2.51
25,0.42,10.5
1,10.17,10.17
3,1.25,3.75
12,1.25,15.0
1,11.87,11.87
2,9.95,19.9
1,6.75,6.75
9,8.47,76.23
40,0.72,28.799999999999997
24,0.55,13.200000000000001
1,2.95,2.95
4,3.75,15.0
2,2.55,5.1
12,1.65,19.799999999999997
1,2.95,2.95
1,4.21,4.21
6,1.95,11.7
1,3.36,3.36
1,8.47,8.47
7,1.66,11.62
1,5.06,5.06
3,1.66,4.9799999999999995
2,0.29,0.58
1,3.75,3.75
6,2.55,15.299999999999999
6,1.85,11.100000000000001
1,4.21,4.21
36,1.65,59.4
1,0.65,0.65
12,1.25,15.0
6,2.95,17.700000000000003
5,0.42,2.1
3,4.21,12.629999999999999
1,3.36,3.36
1,1.66,1.66
1,5.06,5.06
1,1.65,1.65
1,2.51,2.51
4,9.95,39.8
24,0.65,15.600000000000001
2,3.75,7.5
24,0.42,10.08
2,0.95,1.9
1,2.51,2.51
1,1.25,1.25
30,2.1,63.0
1,0.65,0.65
1,1.66,1.66
1,2.95,2.95
4,1.25,5.0
6,2.51,15.059999999999999
12,2.55,30.599999999999998
1,1.25,1.25
9,1.25,11.25
2,0.85,1.7
1,12.75,12.75
2,2.95,5.9
3,2.95,8.850000000000001
1,2.51,2.51
